Product Category,Gender,Marital Status,City,State or Province,Country,Purchase Date,Annual Income,Count of State or Province,Sum of Units Sold,Sum of Customer ID,Sum of Transactionno
,,,Camacho,Zacatecas,Mexico,14/01/2013,$50K - $70K,1,5,7328,5042
,,,,,,14/01/2013 Total,,1,5,7328,5042
,,,,,,23/04/2013,$50K - $70K,1,5,4174,7708
,,,,,,23/04/2013 Total,,1,5,4174,7708
,,,,,,05/08/2013,$50K - $70K,1,4,8405,10566
,,,,,,05/08/2013 Total,,1,4,8405,10566
,,,,,Mexico Total,,,3,14,19907,23316
,,,,Zacatecas Total,,,,3,14,19907,23316
,,,Camacho Total,,,,,3,14,19907,23316
,,,Guadalajara,Jalisco,Mexico,13/02/2013,$10K - $30K,1,1,8626,5861
,,,,,,13/02/2013 Total,,1,1,8626,5861
,,,,,Mexico Total,,,1,1,8626,5861
,,,,Jalisco Total,,,,1,1,8626,5861
,,,Guadalajara Total,,,,,1,1,8626,5861
,,,Hidalgo,Zacatecas,Mexico,16/03/2013,$50K - $70K,1,2,7633,6730
,,,,,,16/03/2013 Total,,1,2,7633,6730
,,,,,,03/06/2013,$30K - $50K,1,3,5148,8855
,,,,,,03/06/2013 Total,,1,3,5148,8855
,,,,,Mexico Total,,,2,5,12781,15585
,,,,Zacatecas Total,,,,2,5,12781,15585
,,,Hidalgo Total,,,,,2,5,12781,15585
,,,Los Angeles,CA,USA,28/06/2012,$30K - $50K,1,5,1414,2254
,,,,,,28/06/2012 Total,,1,5,1414,2254
,,,,,,01/02/2013,$30K - $50K,1,5,3233,5493
,,,,,,01/02/2013 Total,,1,5,3233,5493
,,,,,USA Total,,,2,10,4647,7747
,,,,CA Total,,,,2,10,4647,7747
,,,Los Angeles Total,,,,,2,10,4647,7747
,,,Merida,Yucatan,Mexico,01/01/2013,$30K - $50K,1,3,5512,4745
,,,,,,01/01/2013 Total,,1,3,5512,4745
,,,,,,09/04/2013,$30K - $50K,1,3,4495,7348
,,,,,,09/04/2013 Total,,1,3,4495,7348
,,,,,,14/05/2013,$10K - $30K,1,3,10008,8284
,,,,,,14/05/2013 Total,,1,3,10008,8284
,,,,,,24/09/2013,$30K - $50K,1,5,5512,11912
,,,,,,24/09/2013 Total,,1,5,5512,11912
,,,,,Mexico Total,,,4,14,25527,32289
,,,,Yucatan Total,,,,4,14,25527,32289
,,,Merida Total,,,,,4,14,25527,32289
,,,Orizaba,Veracruz,Mexico,31/01/2013,$10K - $30K,1,2,2439,5486
,,,,,,31/01/2013 Total,,1,2,2439,5486
,,,,,,15/05/2013,$50K - $70K,1,5,1614,8329
,,,,,,15/05/2013 Total,,1,5,1614,8329
,,,,,,28/05/2013,$10K - $30K,1,5,9349,8695
,,,,,,28/05/2013 Total,,1,5,9349,8695
,,,,,,16/06/2013,$90K - $110K,1,3,6812,9205
,,,,,,16/06/2013 Total,,1,3,6812,9205
,,,,,Mexico Total,,,4,15,20214,31715
,,,,Veracruz Total,,,,4,15,20214,31715
,,,Orizaba Total,,,,,4,15,20214,31715
,,,Portland,OR,USA,12/03/2012,$30K - $50K,1,5,3586,802
,,,,,,12/03/2012 Total,,1,5,3586,802
,,,,,,19/07/2012,$10K - $30K,1,5,837,2519
,,,,,,19/07/2012 Total,,1,5,837,2519
,,,,,,26/01/2013,$70K - $90K,1,3,4010,5350
,,,,,,26/01/2013 Total,,1,3,4010,5350
,,,,,USA Total,,,3,13,8433,8671
,,,,OR Total,,,,3,13,8433,8671
,,,Portland Total,,,,,3,13,8433,8671
,,,Salem,OR,USA,13/03/2012,$50K - $70K,1,5,9396,830
,,,,,,13/03/2012 Total,,1,5,9396,830
,,,,,,19/05/2012,$50K - $70K,1,3,5855,1772
,,,,,,19/05/2012 Total,,1,3,5855,1772
,,,,,,30/12/2012,$30K - $50K,1,4,7365,4681
,,,,,,30/12/2012 Total,,1,4,7365,4681
,,,,,,03/01/2013,$30K - $50K,1,5,4938,4787
,,,,,,03/01/2013 Total,,1,5,4938,4787
,,,,,,26/10/2013,$130K - $150K,1,4,2075,12781
,,,,,,26/10/2013 Total,,1,4,2075,12781
,,,,,,19/11/2013,$30K - $50K,1,2,3776,13459
,,,,,,19/11/2013 Total,,1,2,3776,13459
,,,,,USA Total,,,6,23,33405,38310
,,,,OR Total,,,,6,23,33405,38310
,,,Salem Total,,,,,6,23,33405,38310
,,,San Andres,DF,Mexico,17/07/2013,$50K - $70K,1,5,5488,10064
,,,,,,17/07/2013 Total,,1,5,5488,10064
,,,,,Mexico Total,,,1,5,5488,10064
,,,,DF Total,,,,1,5,5488,10064
,,,San Andres Total,,,,,1,5,5488,10064
,,,San Diego,CA,USA,29/04/2013,$30K - $50K,1,5,1856,7881
,,,,,,29/04/2013 Total,,1,5,1856,7881
,,,,,,21/10/2013,$30K - $50K,1,3,6501,12652
,,,,,,21/10/2013 Total,,1,3,6501,12652
,,,,,USA Total,,,2,8,8357,20533
,,,,CA Total,,,,2,8,8357,20533
,,,San Diego Total,,,,,2,8,8357,20533
,,,Seattle,WA,USA,19/01/2012,$30K - $50K,1,4,1249,159
,,,,,,19/01/2012 Total,,1,4,1249,159
,,,,,,03/05/2012,$30K - $50K,1,3,2041,1557
,,,,,,03/05/2012 Total,,1,3,2041,1557
,,,,,,17/07/2012,$50K - $70K,1,4,5614,2496
,,,,,,17/07/2012 Total,,1,4,5614,2496
,,,,,,28/05/2013,$30K - $50K,1,7,7857,8699
,,,,,,28/05/2013 Total,,1,7,7857,8699
,,,,,,08/09/2013,$10K - $30K,1,3,28,11433
,,,,,,08/09/2013 Total,,1,3,28,11433
,,,,,USA Total,,,5,21,16789,24344
,,,,WA Total,,,,5,21,16789,24344
,,,Seattle Total,,,,,5,21,16789,24344
,,,Spokane,WA,USA,18/11/2012,$10K - $30K,1,6,9928,4014
,,,,,,18/11/2012 Total,,1,6,9928,4014
,,,,,,02/05/2013,$30K - $50K,1,4,1720,7953
,,,,,,02/05/2013 Total,,1,4,1720,7953
,,,,,,25/12/2013,$10K - $30K,1,5,4094,14039
,,,,,,25/12/2013 Total,,1,5,4094,14039
,,,,,USA Total,,,3,15,15742,26006
,,,,WA Total,,,,3,15,15742,26006
,,,Spokane Total,,,,,3,15,15742,26006
,,,Tacoma,WA,USA,06/06/2012,$50K - $70K,1,3,8359,2009
,,,,,,06/06/2012 Total,,1,3,8359,2009
,,,,,,02/01/2013,$50K - $70K,1,4,602,4770
,,,,,,02/01/2013 Total,,1,4,602,4770
,,,,,USA Total,,,2,7,8961,6779
,,,,WA Total,,,,2,7,8961,6779
,,,Tacoma Total,,,,,2,7,8961,6779
,,,Vancouver,BC,Canada,04/03/2013,$10K - $30K,1,2,2557,6395
,,,,,,04/03/2013 Total,,1,2,2557,6395
,,,,,,13/03/2013,$30K - $50K,1,4,8533,6645
,,,,,,13/03/2013 Total,,1,4,8533,6645
,,,,,,17/04/2013,$110K - $130K,1,4,6230,7535
,,,,,,17/04/2013 Total,,1,4,6230,7535
,,,,,,13/07/2013,$30K - $50K,1,3,1929,9938
,,,,,,13/07/2013 Total,,1,3,1929,9938
,,,,,,05/08/2013,$10K - $30K,1,3,2300,10560
,,,,,,05/08/2013 Total,,1,3,2300,10560
,,,,,,27/10/2013,$10K - $30K,1,6,6402,12815
,,,,,,27/10/2013 Total,,1,6,6402,12815
,,,,,Canada Total,,,6,22,27951,53888
,,,,BC Total,,,,6,22,27951,53888
,,,Vancouver Total,,,,,6,22,27951,53888
,,,Walla Walla,WA,USA,28/10/2012,$70K - $90K,1,2,4643,3731
,,,,,,28/10/2012 Total,,1,2,4643,3731
,,,,,USA Total,,,1,2,4643,3731
,,,,WA Total,,,,1,2,4643,3731
,,,Walla Walla Total,,,,,1,2,4643,3731
,,,Yakima,WA,USA,03/10/2012,$30K - $50K,1,5,8746,3420
,,,,,,03/10/2012 Total,,1,5,8746,3420
,,,,,,03/03/2013,$50K - $70K,1,5,10073,6362
,,,,,,03/03/2013 Total,,1,5,10073,6362
,,,,,USA Total,,,2,10,18819,9782
,,,,WA Total,,,,2,10,18819,9782
,,,Yakima Total,,,,,2,10,18819,9782
,,S Total,,,,,,63,250,297983,421080
,F Total,,,,,,,134,555,690166,942417
,M,M,Acapulco,Guerrero,Mexico,08/06/2013,$10K - $30K,1,4,6093,8973
,,,,,,08/06/2013 Total,,1,4,6093,8973
,,,,,,25/06/2013,$70K - $90K,1,5,6944,9454
,,,,,,25/06/2013 Total,,1,5,6944,9454
,,,,,,05/10/2013,$10K - $30K,1,4,8491,12205
,,,,,,05/10/2013 Total,,1,4,8491,12205
,,,,,Mexico Total,,,3,13,21528,30632
,,,,Guerrero Total,,,,3,13,21528,30632
,,,Acapulco Total,,,,,3,13,21528,30632
,,,Bellingham,WA,USA,17/12/2012,$150K +,1,5,9684,4446
,,,,,,17/12/2012 Total,,1,5,9684,4446
,,,,,,04/04/2013,$30K - $50K,1,2,7656,7221
,,,,,,04/04/2013 Total,,1,2,7656,7221
,,,,,USA Total,,,2,7,17340,11667
,,,,WA Total,,,,2,7,17340,11667
,,,Bellingham Total,,,,,2,7,17340,11667
,,,Beverly Hills,CA,USA,11/04/2012,$110K - $130K,1,5,5532,1257
,,,,,,11/04/2012 Total,,1,5,5532,1257
,,,,,,27/08/2012,$50K - $70K,1,3,399,2996
,,,,,,27/08/2012 Total,,1,3,399,2996
,,,,,,10/03/2013,$130K - $150K,1,7,10080,6575
,,,,,,10/03/2013 Total,,1,7,10080,6575
,,,,,,24/10/2013,$30K - $50K,1,5,7757,12733
,,,,,,24/10/2013 Total,,1,5,7757,12733
,,,,,USA Total,,,4,20,23768,23561
,,,,CA Total,,,,4,20,23768,23561
,,,Beverly Hills Total,,,,,4,20,23768,23561
,,,Bremerton,WA,USA,16/03/2012,$30K - $50K,1,4,924,862
,,,,,,16/03/2012 Total,,1,4,924,862
,,,,,,06/11/2012,$70K - $90K,1,5,4075,3863
,,,,,,06/11/2012 Total,,1,5,4075,3863
,,,,,,11/05/2013,$50K - $70K,1,5,4903,8224
,,,,,,11/05/2013 Total,,1,5,4903,8224
,,,,,USA Total,,,3,14,9902,12949
,,,,WA Total,,,,3,14,9902,12949
,,,Bremerton Total,,,,,3,14,9902,12949
,,,Hidalgo,Zacatecas,Mexico,27/05/2013,$130K - $150K,1,3,7152,8664
,,,,,,27/05/2013 Total,,1,3,7152,8664
,,,,,Mexico Total,,,1,3,7152,8664
,,,,Zacatecas Total,,,,1,3,7152,8664
,,,Hidalgo Total,,,,,1,3,7152,8664
,,,Los Angeles,CA,USA,15/01/2012,$30K - $50K,1,5,9044,121
,,,,,,15/01/2012 Total,,1,5,9044,121
,,,,,,02/05/2012,$50K - $70K,1,4,8046,1545
,,,,,,02/05/2012 Total,,1,4,8046,1545
,,,,,,21/06/2012,$30K - $50K,1,7,2658,2164
,,,,,,21/06/2012 Total,,1,7,2658,2164
,,,,,,12/07/2013,$50K - $70K,1,5,6542,9909
,,,,,,12/07/2013 Total,,1,5,6542,9909
,,,,,USA Total,,,4,21,26290,13739
,,,,CA Total,,,,4,21,26290,13739
,,,Los Angeles Total,,,,,4,21,26290,13739
,,,Merida,Yucatan,Mexico,30/12/2012,$30K - $50K,1,3,2099,4696
,,,,,,30/12/2012 Total,,1,3,2099,4696
,,,,,,23/02/2013,$10K - $30K,1,3,8928,6154
,,,,,,23/02/2013 Total,,1,3,8928,6154
,,,,,,16/03/2013,$10K - $30K,1,4,6394,6717
,,,,,,16/03/2013 Total,,1,4,6394,6717
,,,,,,19/10/2013,$30K - $50K,1,4,8710,12587
,,,,,,19/10/2013 Total,,1,4,8710,12587
,,,,,Mexico Total,,,4,14,26131,30154
,,,,Yucatan Total,,,,4,14,26131,30154
,,,Merida Total,,,,,4,14,26131,30154
,,,Orizaba,Veracruz,Mexico,18/03/2013,$30K - $50K,1,3,9573,6760
,,,,,,18/03/2013 Total,,1,3,9573,6760
,,,,,,25/10/2013,$30K - $50K,1,3,8287,12764
,,,,,,25/10/2013 Total,,1,3,8287,12764
,,,,,Mexico Total,,,2,6,17860,19524
,,,,Veracruz Total,,,,2,6,17860,19524
,,,Orizaba Total,,,,,2,6,17860,19524
,,,Portland,OR,USA,22/05/2012,$50K - $70K,1,6,4116,1821
,,,,,,22/05/2012 Total,,1,6,4116,1821
,,,,,,06/10/2012,$50K - $70K,1,2,1201,3474
,,,,,,06/10/2012 Total,,1,2,1201,3474
,,,,,,21/05/2013,$30K - $50K,1,3,6181,8490
,,,,,,21/05/2013 Total,,1,3,6181,8490
,,,,,USA Total,,,3,11,11498,13785
,,,,OR Total,,,,3,11,11498,13785
,,,Portland Total,,,,,3,11,11498,13785
,,,Salem,OR,USA,30/01/2012,$30K - $50K,1,5,3599,272
,,,,,,30/01/2012 Total,,1,5,3599,272
,,,,,,02/04/2012,$110K - $130K,1,4,7319,1127
,,,,,,02/04/2012 Total,,1,4,7319,1127
,,,,,,16/06/2012,$10K - $30K,1,4,4948,2102
,,,,,,16/06/2012 Total,,1,4,4948,2102
,,,,,,27/12/2012,$30K - $50K,1,3,1773,4622
,,,,,,27/12/2012 Total,,1,3,1773,4622
,,,,,,15/05/2013,$110K - $130K,1,2,4425,8320
,,,,,,15/05/2013 Total,,1,2,4425,8320
,,,,,,16/08/2013,$50K - $70K,1,5,8367,10860
,,,,,,16/08/2013 Total,,1,5,8367,10860
,,,,,USA Total,,,6,23,30431,27303
,,,,OR Total,,,,6,23,30431,27303
,,,Salem Total,,,,,6,23,30431,27303
,,,San Andres,DF,Mexico,24/05/2013,$50K - $70K,1,7,8115,8566
,,,,,,24/05/2013 Total,,1,7,8115,8566
,,,,,,09/06/2013,$50K - $70K,1,4,6855,9019
,,,,,,09/06/2013 Total,,1,4,6855,9019
,,,,,,03/07/2013,$30K - $50K,1,3,9945,9644
,,,,,,03/07/2013 Total,,1,3,9945,9644
,,,,,Mexico Total,,,3,14,24915,27229
,,,,DF Total,,,,3,14,24915,27229
,,,San Andres Total,,,,,3,14,24915,27229
,,,San Diego,CA,USA,01/04/2013,$90K - $110K,1,5,9251,7137
,,,,,,01/04/2013 Total,,1,5,9251,7137
,,,,,,08/05/2013,$10K - $30K,1,5,8529,8150
,,,,,,08/05/2013 Total,,1,5,8529,8150
,,,,,USA Total,,,2,10,17780,15287
,,,,CA Total,,,,2,10,17780,15287
,,,San Diego Total,,,,,2,10,17780,15287
,,,Seattle,WA,USA,16/09/2012,$150K +,1,5,9567,3224
,,,,,,16/09/2012 Total,,1,5,9567,3224
,,,,,,02/11/2012,$50K - $70K,1,5,6172,3797
,,,,,,02/11/2012 Total,,1,5,6172,3797
,,,,,,23/01/2013,$90K - $110K,1,6,7117,5274
,,,,,,23/01/2013 Total,,1,6,7117,5274
,,,,,,01/02/2013,$10K - $30K,1,5,831,5515
,,,,,,01/02/2013 Total,,1,5,831,5515
,,,,,,26/05/2013,$10K - $30K,1,5,3890,8642
,,,,,,26/05/2013 Total,,1,5,3890,8642
,,,,,,09/07/2013,$130K - $150K,1,5,1172,9830
,,,,,,09/07/2013 Total,,1,5,1172,9830
,,,,,,25/09/2013,$10K - $30K,1,3,4545,11915
,,,,,,25/09/2013 Total,,1,3,4545,11915
,,,,,,28/11/2013,$50K - $70K,1,4,4215,13680
,,,,,,28/11/2013 Total,,1,4,4215,13680
,,,,,,03/12/2013,$30K - $50K,1,6,4877,13797
,,,,,,03/12/2013 Total,,1,6,4877,13797
,,,,,USA Total,,,9,44,42386,75674
,,,,WA Total,,,,9,44,42386,75674
,,,Seattle Total,,,,,9,44,42386,75674
,,,Spokane,WA,USA,03/03/2012,$110K - $130K,1,4,6712,673
,,,,,,03/03/2012 Total,,1,4,6712,673
,,,,,,11/06/2012,$50K - $70K,1,3,2553,2046
,,,,,,11/06/2012 Total,,1,3,2553,2046
,,,,,,22/12/2012,$70K - $90K,1,3,2570,4542
,,,,,,22/12/2012 Total,,1,3,2570,4542
,,,,,,28/01/2013,$10K - $30K,1,4,5432,5396
,,,,,,28/01/2013 Total,,1,4,5432,5396
,,,,,,05/02/2013,$70K - $90K,1,5,2570,5641
,,,,,,05/02/2013 Total,,1,5,2570,5641
,,,,,,08/05/2013,$70K - $90K,1,5,2570,8160
,,,,,,08/05/2013 Total,,1,5,2570,8160
,,,,,,23/06/2013,$10K - $30K,1,4,8427,9400
,,,,,,23/06/2013 Total,,1,4,8427,9400
,,,,,,17/07/2013,$50K - $70K,1,3,1567,10058
,,,,,,17/07/2013 Total,,1,3,1567,10058
,,,,,,23/09/2013,$30K - $50K,1,5,9631,11884
,,,,,,23/09/2013 Total,,1,5,9631,11884
,,,,,,16/11/2013,$130K - $150K,1,4,8452,13393
,,,,,,16/11/2013 Total,,1,4,8452,13393
,,,,,USA Total,,,10,40,50484,71193
,,,,WA Total,,,,10,40,50484,71193
,,,Spokane Total,,,,,10,40,50484,71193
,,,Tacoma,WA,USA,17/02/2012,$30K - $50K,1,3,2742,500
,,,,,,17/02/2012 Total,,1,3,2742,500
,,,,,,29/04/2012,$30K - $50K,1,6,448,1515
,,,,,,29/04/2012 Total,,1,6,448,1515
,,,,,,08/07/2012,$10K - $30K,1,5,8963,2367
,,,,,,08/07/2012 Total,,1,5,8963,2367
,,,,,,20/07/2012,$70K - $90K,1,4,614,2524
,,,,,,20/07/2012 Total,,1,4,614,2524
,,,,,,04/08/2012,$50K - $70K,1,7,7241,2701
,,,,,,04/08/2012 Total,,1,7,7241,2701
,,,,,,08/10/2012,$30K - $50K,1,6,7514,3513
,,,,,,08/10/2012 Total,,1,6,7514,3513
,,,,,,03/12/2012,$10K - $30K,1,5,5256,4231
,,,,,,03/12/2012 Total,,1,5,5256,4231
,,,,,,01/01/2013,$30K - $50K,1,6,1983,4735
,,,,,,01/01/2013 Total,,1,6,1983,4735
,,,,,,15/01/2013,$90K - $110K,1,3,6168,5073
,,,,,,15/01/2013 Total,,1,3,6168,5073
,,,,,,21/01/2013,$90K - $110K,1,3,6681,5219
,,,,,,21/01/2013 Total,,1,3,6681,5219
,,,,,,01/04/2013,$10K - $30K,1,5,9937,7125
,,,,,,01/04/2013 Total,,1,5,9937,7125
,,,,,,21/08/2013,$30K - $50K,1,4,1003,10974
,,,,,,21/08/2013 Total,,1,4,1003,10974
,,,,,USA Total,,,12,57,58550,50477
,,,,WA Total,,,,12,57,58550,50477
,,,Tacoma Total,,,,,12,57,58550,50477
,,,Vancouver,BC,Canada,03/09/2013,$50K - $70K,1,6,952,11327
,,,,,,03/09/2013 Total,,1,6,952,11327
,,,,,Canada Total,,,1,6,952,11327
,,,,BC Total,,,,1,6,952,11327
,,,Vancouver Total,,,,,1,6,952,11327
,,,Victoria,BC,Canada,12/02/2013,$10K - $30K,1,4,7552,5822
,,,,,,12/02/2013 Total,,1,4,7552,5822
,,,,,Canada Total,,,1,4,7552,5822
,,,,BC Total,,,,1,4,7552,5822
,,,Victoria Total,,,,,1,4,7552,5822
,,,Yakima,WA,USA,29/08/2013,$110K - $130K,1,4,3725,11191
,,,,,,29/08/2013 Total,,1,4,3725,11191
,,,,,,04/11/2013,$70K - $90K,1,4,2077,13048
,,,,,,04/11/2013 Total,,1,4,2077,13048
,,,,,USA Total,,,2,8,5802,24239
,,,,WA Total,,,,2,8,5802,24239
,,,Yakima Total,,,,,2,8,5802,24239
,,M Total,,,,,,72,315,400321,473226
,,S,Acapulco,Guerrero,Mexico,25/02/2013,$30K - $50K,1,6,2814,6209
,,,,,,25/02/2013 Total,,1,6,2814,6209
,,,,,,15/04/2013,$10K - $30K,1,5,3823,7488
,,,,,,15/04/2013 Total,,1,5,3823,7488
,,,,,Mexico Total,,,2,11,6637,13697
,,,,Guerrero Total,,,,2,11,6637,13697
,,,Acapulco Total,,,,,2,11,6637,13697
,,,Beverly Hills,CA,USA,01/04/2012,$30K - $50K,1,5,868,1114
,,,,,,01/04/2012 Total,,1,5,868,1114
,,,,,,02/12/2012,$50K - $70K,1,3,3157,4218
,,,,,,02/12/2012 Total,,1,3,3157,4218
,,,,,,04/12/2012,$10K - $30K,1,4,5471,4244
,,,,,,04/12/2012 Total,,1,4,5471,4244
,,,,,,18/07/2013,$30K - $50K,1,3,1391,10105
,,,,,,18/07/2013 Total,,1,3,1391,10105
,,,,,,14/10/2013,$70K - $90K,1,4,6964,12451
,,,,,,14/10/2013 Total,,1,4,6964,12451
,,,,,USA Total,,,5,19,17851,32132
,,,,CA Total,,,,5,19,17851,32132
,,,Beverly Hills Total,,,,,5,19,17851,32132
,,,Bremerton,WA,USA,06/02/2012,$30K - $50K,1,4,5944,376
,,,,,,06/02/2012 Total,,1,4,5944,376
,,,,,,27/04/2012,$10K - $30K,1,5,6832,1492
,,,,,,27/04/2012 Total,,1,5,6832,1492
,,,,,,02/08/2012,$30K - $50K,1,4,1430,2687
,,,,,,02/08/2012 Total,,1,4,1430,2687
,,,,,,14/08/2012,$110K - $130K,1,4,9324,2832
,,,,,,14/08/2012 Total,,1,4,9324,2832
,,,,,,04/12/2012,$30K - $50K,1,5,5158,4253
,,,,,,04/12/2012 Total,,1,5,5158,4253
,,,,,,04/06/2013,$70K - $90K,1,6,1124,8866
,,,,,,04/06/2013 Total,,1,6,1124,8866
,,,,,,05/11/2013,$10K - $30K,1,4,1633,13074
,,,,,,05/11/2013 Total,,1,4,1633,13074
,,,,,USA Total,,,7,32,31445,33580
,,,,WA Total,,,,7,32,31445,33580
,,,Bremerton Total,,,,,7,32,31445,33580
,,,Camacho,Zacatecas,Mexico,13/01/2013,$50K - $70K,1,6,6111,5020
,,,,,,13/01/2013 Total,,1,6,6111,5020
,,,,,,28/01/2013,$10K - $30K,1,4,4742,5401
,,,,,,28/01/2013 Total,,1,4,4742,5401
,,,,,,11/02/2013,$50K - $70K,1,5,8846,5800
,,,,,,11/02/2013 Total,,1,5,8846,5800
,,,,,,16/05/2013,$50K - $70K,1,2,7337,8338
,,,,,,16/05/2013 Total,,1,2,7337,8338
,,,,,,05/09/2013,$30K - $50K,1,3,3584,11370
,,,,,,05/09/2013 Total,,1,3,3584,11370
,,,,,,17/09/2013,$10K - $30K,1,3,2446,11703
,,,,,,17/09/2013 Total,,1,3,2446,11703
,,,,,Mexico Total,,,6,23,33066,47632
,,,,Zacatecas Total,,,,6,23,33066,47632
,,,Camacho Total,,,,,6,23,33066,47632
,,,Guadalajara,Jalisco,Mexico,14/04/2013,$30K - $50K,1,4,9178,7464
,,,,,,14/04/2013 Total,,1,4,9178,7464
,,,,,Mexico Total,,,1,4,9178,7464
,,,,Jalisco Total,,,,1,4,9178,7464
,,,Guadalajara Total,,,,,1,4,9178,7464
,,,Hidalgo,Zacatecas,Mexico,29/08/2013,$10K - $30K,1,4,4953,11184
,,,,,,29/08/2013 Total,,1,4,4953,11184
,,,,,Mexico Total,,,1,4,4953,11184
,,,,Zacatecas Total,,,,1,4,4953,11184
,,,Hidalgo Total,,,,,1,4,4953,11184
,,,Los Angeles,CA,USA,11/05/2012,$10K - $30K,1,4,3039,1682
,,,,,,11/05/2012 Total,,1,4,3039,1682
,,,,,,10/08/2012,$150K +,1,3,2957,2780
,,,,,,10/08/2012 Total,,1,3,2957,2780
,,,,,,08/02/2013,$30K - $50K,1,5,2572,5719
,,,,,,08/02/2013 Total,,1,5,2572,5719
,,,,,,06/12/2013,$50K - $70K,1,6,6490,13833
,,,,,,06/12/2013 Total,,1,6,6490,13833
,,,,,USA Total,,,4,18,15058,24014
,,,,CA Total,,,,4,18,15058,24014
,,,Los Angeles Total,,,,,4,18,15058,24014
,,,Merida,Yucatan,Mexico,06/04/2013,$70K - $90K,1,3,4647,7266
,,,,,,06/04/2013 Total,,1,3,4647,7266
,,,,,,03/05/2013,$10K - $30K,1,4,6464,7994
,,,,,,03/05/2013 Total,,1,4,6464,7994
,,,,,,12/10/2013,$70K - $90K,1,5,3864,12386
,,,,,,12/10/2013 Total,,1,5,3864,12386
,,,,,Mexico Total,,,3,12,14975,27646
,,,,Yucatan Total,,,,3,12,14975,27646
,,,Merida Total,,,,,3,12,14975,27646
,,,Mexico City,DF,Mexico,24/08/2013,$30K - $50K,1,4,8380,11059
,,,,,,24/08/2013 Total,,1,4,8380,11059
,,,,,Mexico Total,,,1,4,8380,11059
,,,,DF Total,,,,1,4,8380,11059
,,,Mexico City Total,,,,,1,4,8380,11059
,,,Orizaba,Veracruz,Mexico,10/04/2013,$50K - $70K,1,2,4235,7384
,,,,,,10/04/2013 Total,,1,2,4235,7384
,,,,,,28/07/2013,$30K - $50K,1,4,8203,10348
,,,,,,28/07/2013 Total,,1,4,8203,10348
,,,,,Mexico Total,,,2,6,12438,17732
,,,,Veracruz Total,,,,2,6,12438,17732
,,,Orizaba Total,,,,,2,6,12438,17732
,,,Portland,OR,USA,13/02/2012,$70K - $90K,1,3,7433,449
,,,,,,13/02/2012 Total,,1,3,7433,449
,,,,,,29/02/2012,$30K - $50K,1,6,3049,640
,,,,,,29/02/2012 Total,,1,6,3049,640
,,,,,,20/05/2012,$30K - $50K,1,3,8255,1792
,,,,,,20/05/2012 Total,,1,3,8255,1792
,,,,,,07/12/2012,$10K - $30K,1,5,8968,4292
,,,,,,07/12/2012 Total,,1,5,8968,4292
,,,,,,02/04/2013,$10K - $30K,1,4,5894,7151
,,,,,,02/04/2013 Total,,1,4,5894,7151
,,,,,,04/07/2013,$10K - $30K,1,6,591,9681
,,,,,,04/07/2013 Total,,1,6,591,9681
,,,,,,28/07/2013,$10K - $30K,1,4,5500,10346
,,,,,,28/07/2013 Total,,1,4,5500,10346
,,,,,USA Total,,,7,31,39690,34351
,,,,OR Total,,,,7,31,39690,34351
,,,Portland Total,,,,,7,31,39690,34351
,,,Salem,OR,USA,21/08/2012,$10K - $30K,1,4,7457,2913
,,,,,,21/08/2012 Total,,1,4,7457,2913
,,,,,,19/10/2012,$10K - $30K,1,5,187,3631
,,,,,,19/10/2012 Total,,1,5,187,3631
,,,,,,06/02/2013,$110K - $130K,1,5,780,5673
,,,,,,06/02/2013 Total,,1,5,780,5673
,,,,,USA Total,,,3,14,8424,12217
,,,,OR Total,,,,3,14,8424,12217
,,,Salem Total,,,,,3,14,8424,12217
,,,San Andres,DF,Mexico,27/12/2013,$10K - $30K,1,2,8338,14048
,,,,,,27/12/2013 Total,,1,2,8338,14048
,,,,,Mexico Total,,,1,2,8338,14048
,,,,DF Total,,,,1,2,8338,14048
,,,San Andres Total,,,,,1,2,8338,14048
,,,San Diego,CA,USA,31/08/2013,$90K - $110K,1,3,6167,11228
,,,,,,31/08/2013 Total,,1,3,6167,11228
,,,,,USA Total,,,1,3,6167,11228
,,,,CA Total,,,,1,3,6167,11228
,,,San Diego Total,,,,,1,3,6167,11228
,,,Seattle,WA,USA,13/09/2012,$50K - $70K,1,4,9030,3188
,,,,,,13/09/2012 Total,,1,4,9030,3188
,,,,,,10/01/2013,$10K - $30K,1,2,1473,4947
,,,,,,10/01/2013 Total,,1,2,1473,4947
,,,,,,27/04/2013,$130K - $150K,1,4,1864,7841
,,,,,,27/04/2013 Total,,1,4,1864,7841
,,,,,,09/09/2013,$50K - $70K,1,5,9345,11463
,,,,,,09/09/2013 Total,,1,5,9345,11463
,,,,,USA Total,,,4,15,21712,27439
,,,,WA Total,,,,4,15,21712,27439
,,,Seattle Total,,,,,4,15,21712,27439
,,,Spokane,WA,USA,01/05/2012,$30K - $50K,1,3,378,1534
,,,,,,01/05/2012 Total,,1,3,378,1534
,,,,,,06/07/2012,$130K - $150K,1,4,4767,2353
,,,,,,06/07/2012 Total,,1,4,4767,2353
,,,,,,20/01/2013,$10K - $30K,1,4,2769,5202
,,,,,,20/01/2013 Total,,1,4,2769,5202
,,,,,,22/04/2013,$30K - $50K,1,3,7702,7678
,,,,,,22/04/2013 Total,,1,3,7702,7678
,,,,,,14/09/2013,$50K - $70K,1,2,1415,11607
